ID	Text	Pronoun	Pronoun_offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
development-729	[CLS] The scene was first intended for the season ' s twenty - second episode , ` ` Women ' s A ##pp ##re ##ciation ' ' , before it was moved to ` ` Product Re ##cal ##l ' ' due to time constraints . The third season DVD contains several scenes that were deleted from the final cut of the episode . These include Kelly annoying ##ly answering calls with the same response , Dwight contact ##ing CNN , Kelly training the accountant ##s , Creed admitting that he fake ##d his own death for tax reasons , Michael explaining his apology to angry business owner Barbara Allen , Angela Martin ( Angela Ki ##nse ##y ) and Kelly arguing , Jim talking to a high school student , and more scenes of Michael filming his apology video . [SEP]	he	90:91	Dwight	76:77	FALSE	Creed	87:88	TRUE	http://en.wikipedia.org/wiki/dummy
development-730	[CLS] Joel finds an orphan ##ed colt in the nearby woods , and names the horse Red . Joel learns that Grandma Curtis has extensive debts , and will be forced to sell her ranch to pay them off . Joel is friends with Andy McBride ( Robert Paige ) , a ranch hand at the nearby More ##sby Farm ##s . Joel convinces Andy to help him train Red as a race ##horse , with the intention of selling his beloved horse to pay off his grandmother ' s debts . [SEP]	him	67:68	Joel	62:63	TRUE	Andy	64:65	FALSE	http://en.wikipedia.org/wiki/dummy
development-731	[CLS] Andy Spa ##de is the co - founder of Partners & Spa ##de , along with Anthony S ##per ##du ##ti . He started his career in advertising working on brands such as Coca - Cola , Lex ##us , and Paul Stuart . [SEP]	He	23:24	Andy Spa ##de	1:4	TRUE	Anthony S ##per ##du ##ti .	17:23	FALSE	http://en.wikipedia.org/wiki/dummy
development-732	[CLS] More than thirty years later a member of the group issued a public apology to Carr , and sent him a Christmas card . In 1972 he served a brief period as Lord President of the Council and was then appointed Home Secretary after the resignation of Reginald Maud ##ling . After his defeat in the first ballot of the 1975 Conservative leadership contest , Edward Heath asked Carr to ' take over the functions of leader ' until a new leader was elected . He was created a Life peer as Baron Carr of Hadley , of Monk ##en Hadley , North London , in 1976 . [SEP]	He	86:87	Edward Heath	66:68	FALSE	Carr	69:70	TRUE	http://en.wikipedia.org/wiki/dummy
development-733	[CLS] Cobra , co - written by Christ ##os Gage and Mike Costa and drawn by Antonio Fu ##so , was a four - issue mini - series that started in March 2009 and focused on the inner working of the Cobra Organization as viewed through the eyes of undercover G . I . Joe agent Chuck ##les . By the end of the series , Chuck ##les is forced to kill his handle ##r , Jin ##x , and loses contact with his Joe superiors . [SEP]	his	72:73	Mike Costa	11:13	FALSE	Antonio Fu ##so ,	16:20	FALSE	http://en.wikipedia.org/wiki/dummy
development-734	[CLS] He is drawn badly and always wears a pair of glasses . First introduced in Volume 6 . Ta ##chi ##bana ( * * ) R ##ito ' s junior from his middle ##school and also attending to Sai ##nan High . He admire ##s R ##ito ' s ` ` how to get girls ' attention ' ' and asks R ##ito to help him be Ha ##run ##a ' s ' man - in - thought ' , also Yu ##i ' s . [SEP]	him	66:67	Ha ##run ##a '	68:72	FALSE	Yu ##i '	82:85	FALSE	http://en.wikipedia.org/wiki/dummy
development-735	[CLS] Over ##hea ##ring R ##ito ' s denial of N ##em ##esis ' ha ##rem proclamation as student council president in chapter 75 , Ha ##run ##a defend ##s him from the mob and while hiding in a gym storage she finally spoken her love to him , which he returns them . In the end of chapter 76 , as R ##ito decides not to go forward on this , Ha ##run ##a accepts and decides to wait for his answer . [SEP]	his	81:82	R ##ito	62:64	TRUE	Ha ##run ##a	72:75	FALSE	http://en.wikipedia.org/wiki/dummy
development-736	[CLS] He realizes what has occurred , and stumble ##s blind ##ly into a closet , and then walks out into his family home , just as Kate , his friend , has returned to his home and , upon hearing noises from the closet ##s , was about to open the door herself . Tim drag ##s Kate back to the hotel , where they find the empty bath ; this time with blood on the side . Kate begins thinking that Tim might ' ve harm ##ed Jessica ; but Tim angrily denies it . Fr ##ust ##rated at Tim ' s refusal to tell her what is really wrong with him , Kate claims that the person Tim saw in her house was in fact her deaf father . [SEP]	her	107:108	Kate	79:80	TRUE	Jessica ;	89:91	FALSE	http://en.wikipedia.org/wiki/dummy
development-737	[CLS] Ten were honoured for their role in the operation , seven receiving Distinguished Service Medal ##s , two the Con ##sp ##ic ##uous G ##all ##ant ##ry Medal and one , the g ##rie ##vous ##ly wounded Ritchie , the Victoria Cross . Ritchie had not initially been recommended for this award ; the recommendation being submitted at a later date by an unidentified figure in the Admiralty . S ##nell ##ing s ##pec ##ulates that the Admiralty ' s change of heart was possibly a morale boost ##ing measure , although Ritchie ' s courage during the action was never called into question . The s ##hra ##p ##nel and bullet wounds he sustained in the raid were extensive , including injuries to his forehead , left thumb , left arm ( twice ) , right arm , right hip and a badly broken right leg after being hit by two large ca ##li ##bre machine gun bullets . [SEP]	he	114:115	S ##nell ##ing	70:73	FALSE	Ritchie '	93:95	TRUE	http://en.wikipedia.org/wiki/dummy
development-738	[CLS] But if you are looking for stand - alone songs that up ##lift and encourage , this album was made for you to enjoy . ' ' Joshua Andre , giving the album four stars at 365 Days of In ##sp ##iring Media , writes , ` ` We ##aring his heart on his sleeve with his authenticity and transparency , Jeremy ' s debut offering of 12 songs , sung in a variety and s ##lew of musical genres , is des ##er ##ving of many listen ##s as we are presented with a man on fire for Jesus , un ##ash ##amed of the gospel , declaring His love and devotion for Jesus and drawing people to Christ in his unique , vibrant , honest and heart ##fe ##lt way . ' ' [SEP]	his	57:58	Jeremy '	62:64	TRUE	Jesus ,	100:102	FALSE	http://en.wikipedia.org/wiki/dummy
development-739	[CLS] They enjoyed success in England , as well as touring in Australia and New Zealand until 1956 , when Len wished to turn his own attention ##s to television and the team parted . From that point S ##mo ##oth ##ey used his own name appearing as a solo comic . When singer Dick ##ie Valentine persuaded S ##mo ##oth ##ey that Tommy Layton wished to work with him , the team of ` ` S ##mo ##oth ##ey and Layton ' ' was created and performed together until 1960 . [SEP]	him	69:70	S ##mo ##oth ##ey	58:62	TRUE	Tommy Layton	63:65	FALSE	http://en.wikipedia.org/wiki/dummy
development-740	[CLS] In order to pass the time by , Starr and Cole decided to watch a movie . Half way through the movie , things began to slowly heat up . Cole then started leaning in closer towards Starr , though she wasn ' t quite sure how to react . [SEP]	she	41:42	Cole	31:32	FALSE	Starr ,	38:40	TRUE	http://en.wikipedia.org/wiki/dummy
development-741	[CLS] He recovered a fumble against the Hamilton Tiger - Cats , which was later converted into a score . In an ` ` improved ' ' Ottawa squad ' s rematch against Hamilton , Lady ##go , Joe Moss , and Ava ##tus Stone played 55 of the 60 - minute game , and the Ottawa Citizen app ##rai ##sed that ` ` they were all immense . ' ' After his season in Canada , Lady ##go returned to Keys ##er , West Virginia , where he worked as a teacher and football coach at Bruce High School in Western ##port , Maryland , and as an assistant football coach at Potomac State . [SEP]	his	72:73	Lady ##go	77:79	TRUE	Keys ##er ,	81:84	FALSE	http://en.wikipedia.org/wiki/dummy
development-742	[CLS] The title track , ` ` I Feel for You ' ' was a cover of a 1979 Prince track , featuring Grandma ##ster Mel ##le Mel on the classic ` ` Ch - ch - ch - ch ##aka - ch ##aka - ch ##aka Khan ' ' rap intro and Stevie Wonder on ch ##romatic harmonica ( and also a sample from one of his first hits , ` ` Fin ##ger ##tip ##s ' ' ) and saw Khan em ##bracing high - tech funk , rap and hip hop and stands as one of her best known songs and her biggest commercial hit , reaching number 3 on the US Pop chart ( and becoming the Billboard number 5 best - selling song of the year in . 1985 ) , and topped the US R & B , Dance , and UK singles charts . [SEP]	his	67:68	Prince	19:20	FALSE	Stevie Wonder	53:55	TRUE	http://en.wikipedia.org/wiki/dummy
development-743	[CLS] Long ##et and Williams eventually joined Kennedy ' s family and friends at the Good Sam ##ari ##tan Hospital in Los Angeles , where doctors labor ##ed to save the Senator ' s life . They stayed at the hospital for about 24 hours . After Kennedy died during the early morning hours of 6 June , Long ##et and Williams went into his hospital room and saw Ethel Kennedy asleep near her husband . [SEP]	her	73:74	Long ##et	58:60	FALSE	Ethel Kennedy	69:71	TRUE	http://en.wikipedia.org/wiki/dummy
development-744	[CLS] He recorded only one album for Abbott , 1955 ' s Jim Reeves Sing ##s ( Abbott 500 ##1 ) . Eventually he tired of the novelty category , and contracted with the RCA Victor company instead . During 1955 , Reeves was signed to a 10 - year recording contract by Steve S ##holes , who produced some of Reeves ' first recordings at RCA and signed Elvis Presley for the company that same year . For his earliest RCA recordings , Reeves was still singing with the loud style of his first recordings , considered standard for country and western performers at that time . [SEP]	his	79:80	Elvis Presley	69:71	FALSE	Reeves	84:85	TRUE	http://en.wikipedia.org/wiki/dummy
development-745	[CLS] Contemporary analysis reveals that Per ##ot could have won the election if the polls prior to the election had shown the candidate with a larger share , preventing the wasted vote minds ##et . Republicans , including Vice President Dan Q ##uay ##le , blamed Per ##ot for their defeat , claiming that he won votes that would have otherwise gone to Bush . [SEP]	he	54:55	Dan Q ##uay ##le ,	40:45	FALSE	Per ##ot	46:48	TRUE	http://en.wikipedia.org/wiki/dummy
development-746	[CLS] In the drama series Under ##bell ##y Tony Mo ##k ##bel is played by actor Robert Ma ##mm ##one . It has been alleged that in late 2002 there was a meeting of more than 10 organised criminals in Carlton . At that meeting it is said that Mo ##k ##bel was beaten , nearly to death , by Nik ' The Russian ' Ra ##de ##v ' s bodyguard , West Australian Troy Me ##rca ##nti , who was a member of the Co ##ffin Ch ##eat ##er motorcycle gang . Andrew ' Ben ##ji ' V ##enia ##min was ordered by his then close associate , Dominic ' Mick ' G ##att ##o , to take Mo ##k ##bel to a friendly doctor . [SEP]	his	104:105	Mo ##k ##bel	49:52	FALSE	Troy Me ##rca ##nti ,	74:79	FALSE	http://en.wikipedia.org/wiki/dummy
development-747	[CLS] The album is dedicated to the memory Michael F . Ce ##rg ##iza ##n , who was a member of bassist Doug M ##c ##C ##omb ##s ' , and John Her ##ndon ' s ( both current members of Tor ##to ##ise ) band ` ` Simple . ' ' in 1988 . The song ` ` Co ##rn ##po ##ne B ##runch ' ' begins with a sample of the ` ` Wonderful Radio Jing ##le ' ' at the beginning of The Who Se ##ll Out . In his review for Allmusic , Glenn Swan states ` ` Here , multi - instrumental ##ists John M ##c ##E ##nti ##re , Dan Bit ##ney , John Her ##don , Douglas M ##c ##C ##omb ##s , and B ##undy K . Brown share equal responsibility and trust in each other , pouring out a thick stew of me ##dit ##ative groove ##s , light production experiments , and rusty guitar - string am ##bie ##nce - - the likes of which have rarely sounded so approach ##able , but this is not to say the album is a sell ##out leap into commercial ##ism . [SEP]	his	92:93	Glenn Swan	97:99	TRUE	John M ##c ##E ##nti ##re ,	108:115	FALSE	http://en.wikipedia.org/wiki/dummy
development-748	[CLS] Tu ##llus Host ##ili ##us ( r . 67 ##3 - - 64 ##2 BC ) was the legendary third king of Rome . He succeeded N ##uma Po ##mp ##ili ##us and was succeeded by An ##cus Marc ##ius . Unlike his predecessor , Tu ##llus was known as a war ##like king . [SEP]	his	43:44	N ##uma Po ##mp ##ili ##us	27:33	FALSE	Tu ##llus	46:48	TRUE	http://en.wikipedia.org/wiki/dummy
development-749	[CLS] By 1838 , Bingham was already beginning to make a name as a portrait artist in St . Louis , the major city of the territory ; his studio was visited by several prominent local citizens and states ##men , including the lawyer James S . Rollins , who was to become a lifelong friend . While he frequently worked in the city , Bingham kept his principal residence in Arrow Rock for years . [SEP]	he	58:59	James S . Rollins ,	44:49	FALSE	Bingham	65:66	TRUE	http://en.wikipedia.org/wiki/dummy
development-750	[CLS] Ya ##su ##ko has a nightmare about her husband ' s death in an a ##val ##anche and is comfort ##ed by Mi ##ek ##o , who holds her in an intimate embrace . Ya ##su ##ko questions Mi ##ek ##o about her intentions for her with regards I ##bu ##ki but Mi ##ek ##o at ##test ##s her innocence , claiming that she only wants to provide for Ya ##su ##ko ' s happiness . [SEP]	her	43:44	Ya ##su ##ko	35:38	FALSE	Mi ##ek ##o	39:42	TRUE	http://en.wikipedia.org/wiki/dummy
development-751	[CLS] A romantic love triangle would later be created when Jean is re ##awa ##ken ##ed from a coma and brought back to life by the Fantastic Four . These relationships would be resolved over the duration of Cy ##c ##lops ' s appearance in the X - Factor series . Ask ##ed whether or not Cy ##c ##lops was really in love with Made ##lyn ##e , X - Factor writer Louise Simon ##son answered , ` ` I think she was a substitute for Jean . ' ' [SEP]	she	81:82	Made ##lyn ##e ,	64:68	TRUE	Louise Simon ##son	72:75	FALSE	http://en.wikipedia.org/wiki/dummy
development-752	[CLS] Although Scott does not make the f ##ami ##lial connection between Daniel and himself , he suspects that his presence in this time ( along with Jean ' s ) did something else to affect the course of history , aside from stopping Mister Sin ##ister and Apocalypse . When Scott is sixteen , he runs away from the orphanage , and while wandering the streets is taken in by Charles Xavier . On a trip to New York with his orphanage supervisor Scott walks across a construction site and his op ##tic beam activate ##s . [SEP]	his	81:82	Charles Xavier .	71:74	FALSE	Scott	84:85	TRUE	http://en.wikipedia.org/wiki/dummy
development-753	[CLS] Apparently only Dean and his associate Kelly Peyton knew the truth , the She ##d was actually a division of Prophet Five . Dean initially appeared in the first episode of season 5 , claiming to be with the CIA ' s Office of Special Investigation ##s . He claimed to be investigating Michael Vaughn as a double agent , however , AP ##O quickly determined Dean was a rogue agent . [SEP]	He	49:50	Michael Vaughn	54:56	FALSE	Dean	67:68	TRUE	http://en.wikipedia.org/wiki/dummy
development-754	[CLS] Zhang T ##ian ##xi ended the practice of using Emperor Min of Jin ' s era name Ji ##an ##xing and instead started using the current era name of Jin Dynasty ( at the time , Emperor Ai ' s Shen ##g ##ping ) , to show even greater affinity with Jin . In 36 ##3 , Princess Dow ##ager Ma died , and Zhang Xu ##an ##jin ##g honored Lady Guo as princess do ##wa ##ger . She became concerned that Zhang T ##ian ##xi was acting dictator ##ally , and she con ##sp ##ired with the high - level official Zhang Qin ( * * ) to kill Zhang T ##ian ##xi , but the news leaked , and Zhang Qin and other con ##sp ##ira ##tors were put to death . [SEP]	She	79:80	Princess Dow ##ager Ma	58:62	FALSE	Lady Guo	71:73	TRUE	http://en.wikipedia.org/wiki/dummy
development-755	[CLS] During his time at the University of Regina Dr . Cha ##k ##ma was named to Canada ' s Top 40 Under 40 list . He became Vice President Academic and Provost at the University of Waterloo in 2001 . His research interests are natural gas engineering and petroleum waste management . On July 1 , 2009 , Dr . Cha ##k ##ma succeeded Paul Davenport as the University of Western Ontario ' s President . Having left the University of Waterloo , he has been noted for his service to both the university and the academic and business community of Kitchen ##er - Waterloo . [SEP]	he	84:85	Cha ##k ##ma	61:64	TRUE	Paul Davenport	65:67	FALSE	http://en.wikipedia.org/wiki/dummy
development-756	[CLS] The coin toss ceremony featured Pro Football Hall of Fame receiver El ##roy Hi ##rsch . Dolphins captain Bob Ku ##ech ##enberg called ` ` tails , ' ' and the coin came down ` ` tails . ' ' However , referee Jerry Mark ##bre ##it became confused by the similar design of both sides of the coin and incorrectly thought ` ` heads ' ' had landed . After a short discussion with his head lines ##man , Dale Ham ##er , Mark ##bre ##it corrected his mistake before the kick ##off , then asked Ku ##ech ##enberg if the Dolphins would receive said kick ##off , which they did . [SEP]	his	76:77	Dale Ham ##er ,	81:85	FALSE	Mark ##bre ##it	85:88	TRUE	http://en.wikipedia.org/wiki/dummy
development-757	[CLS] Immediately after Black ##wood ' s penalty , wide receiver Charlie Brown ' s 26 - yard reception advanced the Redskins to the Dolphins 16 - yard line . After calling their final time ##out with 14 seconds left , Washington made one last attempt to score a touchdown before trying a field goal . The ##ism ##ann ' s subsequent pass was caught by Garrett , but he was tackle ##d at the 9 - yard line by defensive back Glenn Black ##wood , preventing any possible field goal attempt as the Redskins were unable to stop the clock before time expired in the half . [SEP]	he	69:70	The ##ism ##ann '	56:60	FALSE	Garrett ,	66:68	TRUE	http://en.wikipedia.org/wiki/dummy
development-758	[CLS] She recalls that , while it was just a local commercial , ` ` I was a working actor , and that was a big moment in my life . ' ' In ##f ##lue ##nce ##d by actresses such as V ##iv ##ien Leigh , Gold ##ie Ha ##wn and Kim Basin ##ger , Jennifer continued learning the craft of acting throughout high school . She took a break from acting to attend St . Joseph ' s University in Philadelphia , where she major ##ed in psychology , later switching to business management . [SEP]	She	67:68	Gold ##ie Ha ##wn	47:51	FALSE	Jennifer	56:57	TRUE	http://en.wikipedia.org/wiki/dummy
development-759	[CLS] Johnny is already waiting with a gun , but before he can complete the job Frank jumps in front of the shot . Although wounded , Frank manages to grab Johnny as he speeds off in his car , causing it to crash into a lamp ##post . Both Johnny and Frank are killed . Joe , realizing what Frank has done , knee ##ls by his old captain and tells the officers that he will be the one to tell Frank ' s wife . [SEP]	his	67:68	Joe ,	56:58	TRUE	Frank	60:61	FALSE	http://en.wikipedia.org/wiki/dummy
development-760	[CLS] She considered the cover to be a healthy ` ` feminist statement . ' ' In 2007 , Moore stated that the picture was not originally intended for publication . She had posed in a personal photo session , not a cover shoot . Le ##ib ##ov ##itz has had personal photo sessions of Moore and all of her daughters . [SEP]	her	59:60	Le ##ib ##ov ##itz	45:49	FALSE	Moore	55:56	TRUE	http://en.wikipedia.org/wiki/dummy
development-761	[CLS] Ten seasons after they return to the Abbey , we find that Spring ##ald has become Abbey Record ##er , Fen ##na has become A ##bbe ##ss , Ho ##rt ##y has joined the Long Patrol at Sal ##aman ##das ##tron , adding the no ##m de g ##uerre ' Long ##bla ##de ' to his name , Lo ##nna has become ruler of Sal ##aman ##das ##tron , and Martha sings and dances on the walls every season in memory of the two who left to try to find her a cure . [SEP]	her	91:92	Lo ##nna	59:61	FALSE	Martha	71:72	TRUE	http://en.wikipedia.org/wiki/dummy
development-762	[CLS] This acquisition secured communication with Henry for the future . In the fall of 111 ##0 Pedro placed his wife , Mayor Rod ##r * g ##ue ##z , and his ward , Alfonso , in his newly acquired castle . One of the queen ' s supporters , a minor nobleman named Aria ##s P * re ##z , attacked suddenly and forced Pedro to retreat , leaving his wife and charge besieged in the castle . [SEP]	his	70:71	Aria ##s P * re ##z ,	54:61	FALSE	Pedro	65:66	TRUE	http://en.wikipedia.org/wiki/dummy
development-763	[CLS] Let Go by A ##v ##ril La ##vi ##gne is the 2nd best selling debut album by a Female Artist of the new millennium with more than 20 million copies sold worldwide La ##vi ##gne ` ` The Best Damn Thing ' ' is one the best selling Pop Punk album of the decade with sales over 8 million copies sold worldwide The songs ` ` Co ##mp ##lica ##ted ' ' and ` ` Girl ##friend ' ' were ranked as one of the Billboard Hot 100 singles of the decade . Her single ` ` Girl ##friend ' ' was the best selling song of 2007 worldwide with over 10 million copies sold to date . [SEP]	Her	94:95	Female Artist	19:21	FALSE	La ##vi ##gne	33:36	TRUE	http://en.wikipedia.org/wiki/dummy
development-764	[CLS] Finally , in 2006 , E ##ck ##ardt won reelection once again , this time with fellow Republican , Jean ##nie Had ##da ##way . Sc ##his ##ler was appointed to the chair of the Maryland Public Service Commission by Governor Bob E ##hr ##lich in May 2003 . Like fellow House Republican Mary Roe Walk ##up , E ##ck ##ardt got her career start in nursing . [SEP]	her	63:64	Mary Roe Walk ##up ,	54:59	FALSE	E ##ck ##ardt	59:62	TRUE	http://en.wikipedia.org/wiki/dummy
development-765	[CLS] Much of his notable work has been the result of his solo project Bar ##e E ##gi ##l Band , and bands like T ##hul ##sa Doom , Black De ##bba ##th , Hu ##rra Tor ##ped ##o , and G ##art ##ner ##los ##je ##n . T ##hul ##sa Doom is the only non - humorous band he has been involved with . Black De ##bba ##th stole the S ##pel ##lem ##ann ##prise ##n award for best metal album from The Ko ##ven ##ant in 1999 as a joke in collaboration with Kris ##top ##her Sc ##ha ##u , their friend , who presented the award . Afterward , in his thank ##ing speech , He ##ger ##berg said , ` ` Where is Satan when you need him the most ? ' ' . [SEP]	his	113:114	Kris ##top ##her Sc ##ha ##u ,	95:102	FALSE	He ##ger ##berg	118:121	TRUE	http://en.wikipedia.org/wiki/dummy
development-766	[CLS] R ##iggs received his elementary training in a Baltimore private school and later attended St . Paul ' s School , a private preparatory school in Concord , New Hampshire . After completing his studies at St . Paul ' s , R ##iggs enrolled at Princeton University . He followed his older brother , Jesse R ##iggs , to Princeton . Jesse had been an All - American for Princeton ' s football team , and Dudley followed in his older brother ' s footsteps by joining the Princeton football team . [SEP]	his	81:82	Jesse	63:64	FALSE	Dudley	78:79	TRUE	http://en.wikipedia.org/wiki/dummy
development-767	[CLS] He lived in Europe , primarily Switzerland , from 1976 and did musical arrangements for Sarah Vaughan among others . He was also part of One World , One Peace , an effort involving Pope John Paul II . He died in 2005 . Fr ##ancy Bo ##land ' s song ` ` Just Give Me Time ' ' was covered by Carol ##a in 1966 , first released on her album Carol ##a & He ##ik ##ki Sa ##rman ##to Trio , reaching the Finnish Charts in 2004 . [SEP]	her	71:72	Fr ##ancy Bo ##land '	45:50	FALSE	Carol ##a	63:65	TRUE	http://en.wikipedia.org/wiki/dummy
development-768	[CLS] Long a Soviet underground classic , Mikhail B ##ul ##ga ##kov ' s novel The Master and Mar ##gar ##ita was finally brought to the Russian stage at the Tag ##an ##ka in 1977 , in an adaptation by L ##yu ##bi ##mo ##v . After V ##ys ##ots ##ky ' s death in 1980 , all of L ##yu ##bi ##mo ##v ' s productions were banned by the Communist authorities . In 1984 , he was stripped of Soviet citizenship . [SEP]	he	77:78	V ##ys ##ots ##ky '	47:52	FALSE	L ##yu ##bi ##mo ##v '	59:65	TRUE	http://en.wikipedia.org/wiki/dummy
development-769	[CLS] Ma ##hone ##y offers St ##en and his gang a chance to leave V ##ul ##can if they can get the information he needs . Unfortunately , during the mission they are discovered and St ##en is apparently the only one who makes it back alive . True to his word , Ian takes St ##en off the hell ##hole of his birth , but en ##lists him the military to keep him safe . [SEP]	his	62:63	Ian	53:54	FALSE	St ##en	55:57	TRUE	http://en.wikipedia.org/wiki/dummy
development-770	[CLS] Samantha Sky Shelton ( born 15 November 1978 ) is an American actress and singer . Samantha Shelton was born in Los Angeles , California , to director Christopher and Carol St ##rom ##me . She has three older sisters , Ko ##ren , Erin and fellow actress Marley Shelton . [SEP]	She	36:37	Samantha Shelton	17:19	TRUE	Carol St ##rom ##me .	31:36	FALSE	http://en.wikipedia.org/wiki/dummy
development-771	[CLS] 177 former pupils died ; 58 Do ##vor ##ians were awarded the DSO and 89 the MC - - of the foreign awards 8 were awarded Croix de G ##uerre and 6 the Russian Order of Saint Stan ##is ##las . One Naval officer - - Arthur Le ##yland Harrison - - posthumously received the Victoria Cross for the Z ##ee ##b ##rug ##ge raid ; another old boy , Gen Sir Reginald Dallas Brooks , was also on that raid and won his DSO before going on to become Governor of Victoria . [SEP]	his	84:85	Arthur Le ##yland Harrison	47:51	FALSE	Reginald Dallas Brooks ,	73:77	TRUE	http://en.wikipedia.org/wiki/dummy
development-772	[CLS] The Union troops eventually managed to stop the raging fires but about 25 % of the city ' s buildings were destroyed . President Abraham Lincoln visited General Grant at Petersburg on April 3 , and took a launch to Richmond up the James River the next day , while Jefferson Davis attempted to organize his remaining Confederate government further southwest at Dan ##ville . [SEP]	his	56:57	General Grant	28:30	FALSE	Jefferson Davis	51:53	TRUE	http://en.wikipedia.org/wiki/dummy
development-773	[CLS] O ##x - A popular j ##ock who Emma has a crush on , initially because he ' s cute , but then realizes that he ' s also smart , caring , and funny , too . He and Emma have an obvious crush on each other , though Sydney has a massive crush on him . He does not return Sydney ' s feelings . J ##az ##mine James - An intelligent student , about as smart as Emma . Though a genius , she is also arrogant and nasty . [SEP]	she	87:88	J ##az ##mine James -	68:73	TRUE	Emma .	81:83	FALSE	http://en.wikipedia.org/wiki/dummy
development-774	[CLS] Canadian Broadcasting Corporation journalist Carol Off began research to write a biography of Louise A ##rb ##our . Following input from fellow journalist and author Stevie Cameron , she broad ##ened the book ' s scope to include profiles of R ##om * o Dal ##lair ##e and Lewis MacKenzie . [SEP]	she	29:30	Carol Off	5:7	TRUE	Louise A ##rb ##our .	14:19	FALSE	http://en.wikipedia.org/wiki/dummy
development-775	[CLS] Cause ##d by the resignation of Councillor Joseph Simpson ( Liberal , Scotland , elected 1 November 1883 ) , reported to the Council on 2 December 1885 . Cause ##d by the death of Councillor Thomas Patrick Holden ( Party ? , Lim ##e Street , elected 1 November 1883 ) on 17 May 1886 . Al ##derman Thomas R ##ig ##by died on 4 June 1886 . In his place Councillor John Hughes ( Conservative , North To ##x ##te ##th , elected 1st November 1883 ) was elected as an al ##derman by the Council ( Councillor ##s and Al ##der ##men ) on 7 July 1886 [SEP]	his	71:72	Thomas R ##ig ##by	60:64	TRUE	John Hughes	74:76	FALSE	http://en.wikipedia.org/wiki/dummy
development-776	[CLS] In 1800 , whilst still a probation ##ary student in his first year , West ##all was approached by Sir Joseph Banks to serve as landscape and figure painter to a voyage of exploration under Matthew F ##lind ##ers . The position had first been offered to Julius Caesar I ##bbe ##ts ##on , who declined ; and then William Daniel ##l , but accepted but subsequently pulled out . Daniel ##l was a fellow student of West ##all , and was engaged to one of West ##all ' s steps ##ister ##s , so it seems likely that West ##all prevailed upon Daniel ##l to recommend him as his replacement ; however one source states that West ##all was recommended by Benjamin West , President of the Royal Academy . [SEP]	him	108:109	West ##all	100:102	TRUE	Daniel ##l	104:106	FALSE	http://en.wikipedia.org/wiki/dummy
development-777	[CLS] On 9 December 2010 Fe ##rn * n ##dez was questioned as a witness in relation to Operation G ##al ##go , an investigation into a Spanish athletics do ##ping ring being carried out by the Guard ##ia Civil . She denied all charges of do ##ping and was allowed to remain on the team that represented Spain at the European Cross Country Championships held in Al ##bu ##fe ##ira , Portugal . El Pa * s reported that her coach , Manuel Pa ##s ##cu ##a , admitted to police that he organised do ##ping schedules for his athletes . [SEP]	he	93:94	El Pa * s	74:78	FALSE	Manuel Pa ##s ##cu ##a ,	83:89	TRUE	http://en.wikipedia.org/wiki/dummy
development-778	[CLS] Rosemary admits to Philip Martin ( Ian Raw ##lings ) that she feels guilty about not coming back sooner , but Philip tells her that Helen knew how much she loved her . On the eve of Helen ' s funeral , Rosemary makes her peace with Debbie . [SEP]	her	45:46	Helen '	38:40	FALSE	Rosemary	43:44	TRUE	http://en.wikipedia.org/wiki/dummy
development-779	[CLS] Not only was it the first scholarly edition of Austen ' s works , it was also the first scholarly edition of any English novelist . The Chapman text has remained the basis for all subsequent published editions of Austen ' s works . With the publication in 1939 of Mary Las ##cell ##es ' s Jane Austen and Her Art , the academic study of Austen took hold . [SEP]	Her	60:61	Mary Las ##cell ##es '	51:56	TRUE	Jane Austen	57:59	FALSE	http://en.wikipedia.org/wiki/dummy
development-780	[CLS] Reid played with some of the biggest names in jazz and black music , including James Brown , Sun Ra , Or ##nett ##e Coleman , and Miles Davis ( on the album Tu ##tu ) . In 1969 , Reid refused to register for the draft of troops for the Vietnam War . His decision resulted in his arrest as a con ##s ##cie ##nti ##ous object ##or , and he was sentenced to a four - year prison sentence at Pennsylvania ' s Lewis ##burg Federal Pen ##ite ##ntiary , where he served alongside Jimmy Ho ##ff ##a . Upon his release on parole in 1971 , Reid found work as a session player with the likes of Dion ##ne Warwick , Horace Silver , Charles Tyler , Sun Ra and Freddie Hubbard , alongside some Broadway stage production work . [SEP]	his	103:104	Jimmy Ho ##ff ##a .	97:102	FALSE	Reid	110:111	TRUE	http://en.wikipedia.org/wiki/dummy
development-781	[CLS] A neighbour of E ##rvin ##e ' s who was a member of the Ulster Defence Association ( U ##DA ) William Irvine , had died in one of the bomb blast ##s on Bloody Friday . Before joining the UV ##F E ##rvin ##e had attempted to join the Royal Ulster Con ##stabulary ( R ##UC ) , but due to a mi ##s ##de ##me ##ano ##ur in his childhood involving a stolen bicycle , he was refused entry . [SEP]	his	71:72	E ##rvin ##e '	4:8	TRUE	William Irvine ,	22:25	FALSE	http://en.wikipedia.org/wiki/dummy
